target;id;text;text_tokenized_list;text_tokenized
cause;4110.0;falta de una estructura de proteccion y seguridad para las  instalaciones fisicas de la institucion educativa;['falta', 'estructura', 'proteccion', 'seguridad', 'instalaciones', 'fisicas', 'institucion', 'educativa'];falta estructura proteccion seguridad instalaciones fisicas institucion educativa
cause;11381.0;conocimiento cientifico no orientado a necesidades regionales;['conocimiento', 'cientifico', 'orientado', 'necesidades', 'regionales'];conocimiento cientifico orientado necesidades regionales
cause;20355.0;baja periodicidad y calidad en el mantenimiento.;['baja', 'periodicidad', 'calidad', 'mantenimiento'];baja periodicidad calidad mantenimiento
effect;173906.0;altos costos en la movilizacion de personas y productos;['altos', 'costos', 'movilizacion', 'personas', 'productos'];altos costos movilizacion personas productos
cause;2509.0;escasas oportunidades laborales para las victimas del conflicto;['escasas', 'oportunidades', 'laborales', 'victimas', 'conflicto'];escasas oportunidades laborales victimas conflicto
effect;3062.0;desconocimiento de las problematicas y las maneras de enfrentar los retos del desarrollo local;['desconocimiento', 'problematicas', 'maneras', 'enfrentar', 'retos', 'desarrollo', 'local'];desconocimiento problematicas maneras enfrentar retos desarrollo local
problem;61133.0;deficiente infraestructura e insuficientes mobiliarios deportivos en el municipio;['deficiente', 'infraestructura', 'insuficientes', 'mobiliarios', 'deportivos', 'municipio'];deficiente infraestructura insuficientes mobiliarios deportivos municipio
effect;8957.0;incremento en los costos de salud;['incremento', 'costos', 'salud'];incremento costos salud
cause;3803.0;deficiente drenaje de escorrentia;['deficiente', 'drenaje', 'escorrentia'];deficiente drenaje escorrentia
effect;7202.0;bajo rendimiento academico;['bajo', 'rendimiento', 'academico'];bajo rendimiento academico
problem;878.0;dificultad en la intercomunicacion terrestre de la poblacion rural de la vereda la botica sector el matadero en el municipio de quipile;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'vereda', 'botica', 'sector', 'matadero', 'municipio', 'quipile'];dificultad intercomunicacion terrestre poblacion rural vereda botica sector matadero municipio quipile
effect;63003.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
cause;4331.0;aumento en los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;1158.0;incremento en costos en salud;['incremento', 'costos', 'salud'];incremento costos salud
effect;17904.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;5109.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
cause;4045.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
cause;4575.0;no existen escenarios que motiven la pertenencia e identidad con la institucion;['existen', 'escenarios', 'motiven', 'pertenencia', 'identidad', 'institucion'];existen escenarios motiven pertenencia identidad institucion
cause;9243.0;falta de vivienda digna para poblacion mas vulnerable.;['falta', 'vivienda', 'digna', 'poblacion', 'mas', 'vulnerable'];falta vivienda digna poblacion mas vulnerable
problem;587.0;la mayoria de los estudiantes de las instituciones educativas oficiales del departamento, no cuentan con acceso a equipos informaticos de ultima generacion y a recursos de aprendizaje mediante el uso y apropiacion de las tic, que permitan realizar practicas pedagogicas innovadoras que coadyuven a establecer una relacion permanente entre los docentes y estudiantes, permitiendo el intercambio de contenidos y conocimientos educativos, garantizando el acceso a internet y manteniendo la infraestructura tic actualizada, inventariada y en optimas condiciones de funcionamiento.;['mayoria', 'estudiantes', 'instituciones', 'educativas', 'oficiales', 'departamento', 'cuentan', 'acceso', 'equipos', 'informaticos', 'ultima', 'generacion', 'recursos', 'aprendizaje', 'mediante', 'uso', 'apropiacion', 'tic', 'permitan', 'realizar', 'practicas', 'pedagogicas', 'innovadoras', 'coadyuven', 'establecer', 'relacion', 'permanente', 'docentes', 'estudiantes', 'permitiendo', 'intercambio', 'contenidos', 'conocimientos', 'educativos', 'garantizando', 'acceso', 'internet', 'manteniendo', 'infraestructura', 'tic', 'actualizada', 'inventariada', 'optimas', 'condiciones', 'funcionamiento'];mayoria estudiantes instituciones educativas oficiales departamento cuentan acceso equipos informaticos ultima generacion recursos aprendizaje mediante uso apropiacion tic permitan realizar practicas pedagogicas innovadoras coadyuven establecer relacion permanente docentes estudiantes permitiendo intercambio contenidos conocimientos educativos garantizando acceso internet manteniendo infraestructura tic actualizada inventariada optimas condiciones funcionamiento
effect;4259.0;bajo desarrollo productivo de las comunidades.;['bajo', 'desarrollo', 'productivo', 'comunidades'];bajo desarrollo productivo comunidades
effect;2865.0;agudizacion de la pobreza y la miseria por falta de generacion de ingresos economicos por parte de las personas con discapacidad;['agudizacion', 'pobreza', 'miseria', 'falta', 'generacion', 'ingresos', 'economicos', 'parte', 'personas', 'discapacidad'];agudizacion pobreza miseria falta generacion ingresos economicos parte personas discapacidad
effect;182351.0;altos costos por el mantenimiento de vehiculos;['altos', 'costos', 'mantenimiento', 'vehiculos'];altos costos mantenimiento vehiculos
effect;13532.0;inoportuno acceso a servicios publicos;['inoportuno', 'acceso', 'servicios', 'publicos'];inoportuno acceso servicios publicos
effect;2357.0;baja calidad de vida de los productores y transformadores del sector;['baja', 'calidad', 'vida', 'productores', 'transformadores', 'sector'];baja calidad vida productores transformadores sector
cause;6928.0;las vias actuales  no cuentan con andenes;['vias', 'actuales', 'cuentan', 'andenes'];vias actuales cuentan andenes
cause;3256.0;minima planeacion en la asignacion de recursos;['minima', 'planeacion', 'asignacion', 'recursos'];minima planeacion asignacion recursos
effect;19889.0;aumento en tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;102519.0;aumento del tiempo de viaje;['aumento', 'tiempo', 'viaje'];aumento tiempo viaje
effect;3163.0;inadecuada utilizacion de los recursos existentes en la mitigacion, prevencion y atencion de las situaciones presentadas;['inadecuada', 'utilizacion', 'recursos', 'existentes', 'mitigacion', 'prevencion', 'atencion', 'situaciones', 'presentadas'];inadecuada utilizacion recursos existentes mitigacion prevencion atencion situaciones presentadas
effect;4819.0;inadecuado aprovechamiento del tiempo libre;['inadecuado', 'aprovechamiento', 'tiempo', 'libre'];inadecuado aprovechamiento tiempo libre
problem;31232.0;carencia de transporte de carga  para productos agropecuarios rurales en el municipio de tibacuy;['carencia', 'transporte', 'carga', 'productos', 'agropecuarios', 'rurales', 'municipio', 'tibacuy'];carencia transporte carga productos agropecuarios rurales municipio tibacuy
cause;17171.0;puntos criticos detectados por atender.;['puntos', 'criticos', 'detectados', 'atender'];puntos criticos detectados atender
effect;116536.0;mayor deterioro de las areas que comprenden los principales sistemas de fuente hidrica;['mayor', 'deterioro', 'areas', 'comprenden', 'principales', 'sistemas', 'fuente', 'hidrica'];mayor deterioro areas comprenden principales sistemas fuente hidrica
effect;24378.0;dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'aumento', 'tiempos', 'desplazamiento'];dificultad aumento tiempos desplazamiento
cause;172748.0;deterioro de la superficie de rodadura;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
cause;125464.0;vias en mal estado, intransitables o con restricciones de transito;['vias', 'mal', 'intransitables', 'restricciones', 'transito'];vias mal intransitables restricciones transito
cause;16552.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
effect;18636.0;baja comercializacion de la produccion agricola;['baja', 'comercializacion', 'produccion', 'agricola'];baja comercializacion produccion agricola
cause;19097.0;falta de recursos para la inversion en infraestructura dpeortiva;['falta', 'recursos', 'inversion', 'infraestructura', 'dpeortiva'];falta recursos inversion infraestructura dpeortiva
effect;2754.0;disminucion de bienestar integral de las familias e impacto economico en la economia familiar;['disminucion', 'bienestar', 'integral', 'familias', 'impacto', 'economico', 'economia', 'familiar'];disminucion bienestar integral familias impacto economico economia familiar
effect;24248.0;aumento en los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;2489.0;deterioro fisico y psicologico en la poblacion afectada;['deterioro', 'fisico', 'psicologico', 'poblacion', 'afectada'];deterioro fisico psicologico poblacion afectada
effect;2577.0;desapego del habitante por su territorio.;['desapego', 'habitante', 'territorio'];desapego habitante territorio
cause;10577.0;deficiencia en los espacios que presta el centro especifico de tratamiento de rehabilitacion social cetra;['deficiencia', 'espacios', 'presta', 'centro', 'especifico', 'tratamiento', 'rehabilitacion', 'social', 'cetra'];deficiencia espacios presta centro especifico tratamiento rehabilitacion social cetra
effect;10.0;2.bajas expectativas sociales y laborales.;['expectativas', 'sociales', 'laborales'];expectativas sociales laborales
effect;16570.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
problem;2814.0;intransitabilidad en las vias de la vereda hato grande del municipio de suesca, cundinamarca;['intransitabilidad', 'vias', 'vereda', 'hato', 'grande', 'municipio', 'suesca', 'cundinamarca'];intransitabilidad vias vereda hato grande municipio suesca cundinamarca
cause;3712.0;falta de conocimiento de la normatividad aplicable por parte de los municipios y de acompanamiento por parte del departamento;['falta', 'conocimiento', 'normatividad', 'aplicable', 'parte', 'municipios', 'acompanamiento', 'parte', 'departamento'];falta conocimiento normatividad aplicable parte municipios acompanamiento parte departamento
cause;1918.0;sistemas de contencion inadecuados, deteriorados o inexistentes;['sistemas', 'contencion', 'inadecuados', 'deteriorados', 'inexistentes'];sistemas contencion inadecuados deteriorados inexistentes
effect;54281.0;inoportuno acceso a servicios publicos;['inoportuno', 'acceso', 'servicios', 'publicos'];inoportuno acceso servicios publicos
effect;2689.0;inseguridad en la permanencia de las familias;['inseguridad', 'permanencia', 'familias'];inseguridad permanencia familias
cause;1028.0;via en mal estado,;['via', 'mal'];via mal
effect;15798.0;dificultad y aumento en los tiempos de desplazamiento;['dificultad', 'aumento', 'tiempos', 'desplazamiento'];dificultad aumento tiempos desplazamiento
effect;2848.0;la poblacion cundinamarcaquesa no logra acceder con facilidad a los servicios del instituto nacional de mecinina legal;['poblacion', 'cundinamarcaquesa', 'logra', 'acceder', 'facilidad', 'servicios', 'instituto', 'nacional', 'mecinina', 'legal'];poblacion cundinamarcaquesa logra acceder facilidad servicios instituto nacional mecinina legal
cause;4021.0;desatencion de puntos criticos;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
problem;39782.0;dificultad para el desarrollo de actividades de integracion regional en temas de interes turistico, cultural y religioso.;['dificultad', 'desarrollo', 'actividades', 'integracion', 'regional', 'temas', 'interes', 'turistico', 'cultural', 'religioso'];dificultad desarrollo actividades integracion regional temas interes turistico cultural religioso
problem;25611.0;disminucion del recurso hidrico por la intervencion de las zonas productoras de agua;['disminucion', 'recurso', 'hidrico', 'intervencion', 'zonas', 'productoras', 'agua'];disminucion recurso hidrico intervencion zonas productoras agua
cause;18586.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
cause;1016.0;deterioro en la via;['deterioro', 'via'];deterioro via
cause;68524.0;puntos criticos detectados por atender.;['puntos', 'criticos', 'detectados', 'atender'];puntos criticos detectados atender
effect;4301.0;riesgo de incremento de numero de adolecentes, jovenes y adultos con tendencia al consumo de sustancias psicoactivas;['riesgo', 'incremento', 'numero', 'adolecentes', 'jovenes', 'adultos', 'tendencia', 'consumo', 'sustancias', 'psicoactivas'];riesgo incremento numero adolecentes jovenes adultos tendencia consumo sustancias psicoactivas
effect;15418.0;increnmeto de la contaminacion auditiva por automotores;['increnmeto', 'contaminacion', 'auditiva', 'automotores'];increnmeto contaminacion auditiva automotores
effect;164012.0;baja oferta y demanda de productos y transporte de la vereda;['baja', 'oferta', 'demanda', 'productos', 'transporte', 'vereda'];baja oferta demanda productos transporte vereda
cause;95494.0;desatencion de puntos criticos.;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
effect;118991.0;aumento de los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
effect;4861.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;15193.0;altos costos por transporte y mantenimiento de vehiculos pagina;['altos', 'costos', 'transporte', 'mantenimiento', 'vehiculos', 'pagina'];altos costos transporte mantenimiento vehiculos pagina
problem;631.0;productividad y competitividad deficiente  del sector turistico en el departamento;['productividad', 'competitividad', 'deficiente', 'sector', 'turistico', 'departamento'];productividad competitividad deficiente sector turistico departamento
problem;36686.0;el deterioro de la via chaguani - vereda montefrio del municipio de chaguani, via muy utilizada por los habitantes, presenta gran dificultad en el transito lo que hace peligroso el acceso de vehiculos, camiones que transportan sus productos agricolas no pueden transitar y los estudiantes que tienen que trasladarse a los centros educativos no pueden recibir sus clases.;['deterioro', 'via', 'chaguani', 'vereda', 'montefrio', 'municipio', 'chaguani', 'via', 'utilizada', 'habitantes', 'presenta', 'gran', 'dificultad', 'transito', 'hace', 'peligroso', 'acceso', 'vehiculos', 'camiones', 'transportan', 'productos', 'agricolas', 'pueden', 'transitar', 'estudiantes', 'trasladarse', 'centros', 'educativos', 'pueden', 'recibir', 'clases'];deterioro via chaguani vereda montefrio municipio chaguani via utilizada habitantes presenta gran dificultad transito hace peligroso acceso vehiculos camiones transportan productos agricolas pueden transitar estudiantes trasladarse centros educativos pueden recibir clases
problem;1212.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural del municipio;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural', 'municipio'];dificultad intercomunicacion terrestre parte poblacion rural municipio
cause;155186.0;fuertes y largas temporadas invernales;['fuertes', 'largas', 'temporadas', 'invernales'];fuertes largas temporadas invernales
effect;133878.0;incumplimiento de la normatividad;['incumplimiento', 'normatividad'];incumplimiento normatividad
problem;2360.0;dificultad en la intercomunicacion terrestre de la poblacion rural en la vereda reatova sector tres esquinas municipio de villapinzon;['dificultad', 'intercomunicacion', 'terrestre', 'poblacion', 'rural', 'vereda', 'reatova', 'sector', 'tres', 'esquinas', 'municipio', 'villapinzon'];dificultad intercomunicacion terrestre poblacion rural vereda reatova sector tres esquinas municipio villapinzon
effect;102797.0;disminucion en la transitabilidad de las vias por pasos restringidos.;['disminucion', 'transitabilidad', 'vias', 'pasos', 'restringidos'];disminucion transitabilidad vias pasos restringidos
cause;3680.0;falta de visualizacion del consejo de politica social a nivel municipal.;['falta', 'visualizacion', 'consejo', 'politica', 'social', 'nivel', 'municipal'];falta visualizacion consejo politica social nivel municipal
cause;3538.0;deshumanizacion de la profesion docente.;['deshumanizacion', 'profesion', 'docente'];deshumanizacion profesion docente
cause;16268.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
cause;39588.0;zonas  tanto internas como externas del establecimiento  no alcanzan a una vigilancia visual por parte del personal del cuerpo de custodia y vigilancia;['zonas', 'internas', 'externas', 'establecimiento', 'alcanzan', 'vigilancia', 'visual', 'parte', 'personal', 'cuerpo', 'custodia', 'vigilancia'];zonas internas externas establecimiento alcanzan vigilancia visual parte personal cuerpo custodia vigilancia
problem;60660.0;dificultad de produccion en la central homogenizadora de mieles para el procesamiento de panela en el municipio de utica;['dificultad', 'produccion', 'central', 'homogenizadora', 'mieles', 'procesamiento', 'panela', 'municipio', 'utica'];dificultad produccion central homogenizadora mieles procesamiento panela municipio utica
effect;2642.0;aumento de la corrupcion y de los delitos contra el sufragio;['aumento', 'corrupcion', 'delitos', 'sufragio'];aumento corrupcion delitos sufragio
effect;1929.0;aumento de indices de morbi-mortalidad en poblacion del departamento;['aumento', 'indices', 'poblacion', 'departamento'];aumento indices poblacion departamento
cause;2531.0;docentes no orientan en sus estudiantes el desarrollo de competencias necesarias para vivir en un mundo globalizado y cambiante;['docentes', 'orientan', 'estudiantes', 'desarrollo', 'competencias', 'necesarias', 'vivir', 'mundo', 'globalizado', 'cambiante'];docentes orientan estudiantes desarrollo competencias necesarias vivir mundo globalizado cambiante
cause;14921.0;deficiente e insuficiente sistema electrico en la id jhon f. kennedy;['deficiente', 'insuficiente', 'sistema', 'electrico', 'id', 'jhon', 'kennedy'];deficiente insuficiente sistema electrico id jhon kennedy
cause;4020.0;deterioro de la superficie de rodadura;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
cause;4649.0;poblacion inconforme y con pocas oportunidades de desarrollo;['poblacion', 'inconforme', 'pocas', 'oportunidades', 'desarrollo'];poblacion inconforme pocas oportunidades desarrollo
effect;128964.0;altos costos de produccion agropecuaria;['altos', 'costos', 'produccion', 'agropecuaria'];altos costos produccion agropecuaria
effect;18895.0;dificultad para la comercializacion de los productos agricolas.;['dificultad', 'comercializacion', 'productos', 'agricolas'];dificultad comercializacion productos agricolas
effect;11042.0;inconformidad de la comunidad educativa;['inconformidad', 'comunidad', 'educativa'];inconformidad comunidad educativa
effect;170133.0;atencion insuficiente de los sistemas de gobierno para la gestion en la atencion de desastres.;['atencion', 'insuficiente', 'sistemas', 'gobierno', 'gestion', 'atencion', 'desastres'];atencion insuficiente sistemas gobierno gestion atencion desastres
problem;946.0;dificultad en la transitabilidad terrestre en la veredas teresa, cerro, y guarumal en el municipio de nimiaima cundinamarca.;['dificultad', 'transitabilidad', 'terrestre', 'veredas', 'teresa', 'cerro', 'guarumal', 'municipio', 'nimiaima', 'cundinamarca'];dificultad transitabilidad terrestre veredas teresa cerro guarumal municipio nimiaima cundinamarca
effect;3174.0;desconocimiento de la comunidad frente a las actuaciones que realiza el gobernador en los 116 municipios;['desconocimiento', 'comunidad', 'frente', 'actuaciones', 'realiza', 'gobernador', 'municipios'];desconocimiento comunidad frente actuaciones realiza gobernador municipios
cause;21648.0;deterioro de la superficie de rodadura;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
cause;8594.0;insuficientes espacios para las practicas deportivas.;['insuficientes', 'espacios', 'practicas', 'deportivas'];insuficientes espacios practicas deportivas
effect;15800.0;aumento en los indices de mala calidad de vida;['aumento', 'indices', 'mala', 'calidad', 'vida'];aumento indices mala calidad vida
cause;2484.0;insuficiente divulgacion a los productores de los  instrumentos que facilitan el acceso a mercados institucionales, grandes superficies y red de tiendas;['insuficiente', 'divulgacion', 'productores', 'instrumentos', 'facilitan', 'acceso', 'mercados', 'institucionales', 'grandes', 'superficies', 'red', 'tiendas'];insuficiente divulgacion productores instrumentos facilitan acceso mercados institucionales grandes superficies red tiendas
problem;2429.0;bajos niveles de practica deportiva por parte de la poblacion del casco urbano del municipio de subachoque.;['bajos', 'niveles', 'practica', 'deportiva', 'parte', 'poblacion', 'casco', 'urbano', 'municipio', 'subachoque'];bajos niveles practica deportiva parte poblacion casco urbano municipio subachoque
cause;3229.0;limitadas oportunidades para generar capacidades de gestion en las organizaciones comunales;['limitadas', 'oportunidades', 'generar', 'capacidades', 'gestion', 'organizaciones', 'comunales'];limitadas oportunidades generar capacidades gestion organizaciones comunales
cause;10429.0;escaso mantenimiento e inestabilidad de taludes en la via;['escaso', 'mantenimiento', 'inestabilidad', 'taludes', 'via'];escaso mantenimiento inestabilidad taludes via
effect;15593.0;incremento de precios de los alimentos;['incremento', 'precios', 'alimentos'];incremento precios alimentos
problem;3867.0;dificultad en la intercomunicacion de la poblacion rural en la via terciaria del municpio de susa;['dificultad', 'intercomunicacion', 'poblacion', 'rural', 'via', 'terciaria', 'municpio', 'susa'];dificultad intercomunicacion poblacion rural via terciaria municpio susa
effect;4221.0;bajo crecimiento de los niveles de calidad de vida;['bajo', 'crecimiento', 'niveles', 'calidad', 'vida'];bajo crecimiento niveles calidad vida
effect;15801.0;riesgo de desaparicion de la unica via de acceso;['riesgo', 'desaparicion', 'unica', 'via', 'acceso'];riesgo desaparicion unica via acceso
problem;1022.0;deficiente infraestructura educativa expuesta actos de inseguridad;['deficiente', 'infraestructura', 'educativa', 'expuesta', 'actos', 'inseguridad'];deficiente infraestructura educativa expuesta actos inseguridad
cause;16530.0;puntos criticos detectados por atender;['puntos', 'criticos', 'detectados', 'atender'];puntos criticos detectados atender
effect;145205.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;86286.0;aumento en tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;24783.0;aumento en los costos de transporte de carga  y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
cause;94328.0;desatencion de puntos criticos;['desatencion', 'puntos', 'criticos'];desatencion puntos criticos
effect;22172.0;aumento en los tiempos de desplazamiento;['aumento', 'tiempos', 'desplazamiento'];aumento tiempos desplazamiento
cause;17145.0;los factores ambientales que contribuyen al deterioro de la senalizacion y demarcacion vial.;['factores', 'ambientales', 'contribuyen', 'deterioro', 'senalizacion', 'demarcacion', 'vial'];factores ambientales contribuyen deterioro senalizacion demarcacion vial
problem;2472.0;dificultad para la movilidad vehicular en las diferentes vias urbanas del municipio de facatativa, donde se presenta  intransitabilidad vehicular y falta de mantenimiento correctivo y preventivo en la red vial secundaria. los cuales generan un alto indice de accidentes de transito en las vias urbanas;['dificultad', 'movilidad', 'vehicular', 'diferentes', 'vias', 'urbanas', 'municipio', 'facatativa', 'presenta', 'intransitabilidad', 'vehicular', 'falta', 'mantenimiento', 'correctivo', 'preventivo', 'red', 'vial', 'secundaria', 'cuales', 'generan', 'alto', 'indice', 'accidentes', 'transito', 'vias', 'urbanas'];dificultad movilidad vehicular diferentes vias urbanas municipio facatativa presenta intransitabilidad vehicular falta mantenimiento correctivo preventivo red vial secundaria cuales generan alto indice accidentes transito vias urbanas
effect;104667.0;incremento en los precios de los productos;['incremento', 'precios', 'productos'];incremento precios productos
cause;51845.0;deterioro de las vias;['deterioro', 'vias'];deterioro vias
effect;7948.0;poca actividad fisica de los habitantes del municipio;['poca', 'actividad', 'fisica', 'habitantes', 'municipio'];poca actividad fisica habitantes municipio
cause;2921.0;existen muy pocos estudios de mercado para productos de negocios verdes;['existen', 'pocos', 'estudios', 'mercado', 'productos', 'negocios', 'verdes'];existen pocos estudios mercado productos negocios verdes
effect;6161.0;1.1 inoportuno  acceso a la atencion medica;['inoportuno', 'acceso', 'atencion', 'medica'];inoportuno acceso atencion medica
cause;226186.0;pesimas condiciones de vivienda en   los entornos familiares rurales del departamento de cundinamarca;['pesimas', 'condiciones', 'vivienda', 'entornos', 'familiares', 'rurales', 'departamento', 'cundinamarca'];pesimas condiciones vivienda entornos familiares rurales departamento cundinamarca
cause;4048.0;construcciones con consideraciones tecnicas antiguas, con obras de drenaje deterioradas o inexistentes;['construcciones', 'consideraciones', 'tecnicas', 'antiguas', 'obras', 'drenaje', 'deterioradas', 'inexistentes'];construcciones consideraciones tecnicas antiguas obras drenaje deterioradas inexistentes
cause;17641.0;puntos criticos detectados por atender.;['puntos', 'criticos', 'detectados', 'atender'];puntos criticos detectados atender
cause;15248.0;escaso mantenimiento de la via;['escaso', 'mantenimiento', 'via'];escaso mantenimiento via
cause;5073.0;falta de recursos municipales para la rehabilitacion o pavimentacion de la vias urbanas;['falta', 'recursos', 'municipales', 'rehabilitacion', 'pavimentacion', 'vias', 'urbanas'];falta recursos municipales rehabilitacion pavimentacion vias urbanas
effect;4613.0;aumento en los indices de mala calidad de vida;['aumento', 'indices', 'mala', 'calidad', 'vida'];aumento indices mala calidad vida
effect;6873.0;incremento en el indice de nbi;['incremento', 'indice', 'nbi'];incremento indice nbi
cause;98642.0;obras de drenaje  deterioradas o inexistentes;['obras', 'drenaje', 'deterioradas', 'inexistentes'];obras drenaje deterioradas inexistentes
effect;2275.0;bajo nivel de productividad de los empleados debido al estres laboral;['bajo', 'nivel', 'productividad', 'empleados', 'debido', 'estres', 'laboral'];bajo nivel productividad empleados debido estres laboral
cause;1692.0;via sin mantenimiento;['via', 'mantenimiento'];via mantenimiento
effect;18142.0;mala utilizacion del tiempo libre;['mala', 'utilizacion', 'tiempo', 'libre'];mala utilizacion tiempo libre
problem;5411.0;dificultad en la intercomunicacion terrestre de una parte de la poblacion rural;['dificultad', 'intercomunicacion', 'terrestre', 'parte', 'poblacion', 'rural'];dificultad intercomunicacion terrestre parte poblacion rural
effect;5734.0;problemas de convivencia familiar;['problemas', 'convivencia', 'familiar'];problemas convivencia familiar
cause;4044.0;mantenimiento preventivo y correctivo deficiente;['mantenimiento', 'preventivo', 'correctivo', 'deficiente'];mantenimiento preventivo correctivo deficiente
effect;1654.0;dificultad y riesgo a la hora de transitar;['dificultad', 'riesgo', 'hora', 'transitar'];dificultad riesgo hora transitar
effect;3068.0;poca estandarizacion y dificil armonizacion de normas urbanisticas municipales;['poca', 'estandarizacion', 'dificil', 'armonizacion', 'normas', 'urbanisticas', 'municipales'];poca estandarizacion dificil armonizacion normas urbanisticas municipales
effect;110377.0;incremento de precios de los alimentos;['incremento', 'precios', 'alimentos'];incremento precios alimentos
effect;25165.0;aumento en costos de flete de transporte de los productos agricolas;['aumento', 'costos', 'flete', 'transporte', 'productos', 'agricolas'];aumento costos flete transporte productos agricolas
effect;19838.0;incremento de los tiempos de desplazamiento;['incremento', 'tiempos', 'desplazamiento'];incremento tiempos desplazamiento
effect;2032.0;deficiencia en la cobertura de los servicios y apoyos culturales;['deficiencia', 'cobertura', 'servicios', 'apoyos', 'culturales'];deficiencia cobertura servicios apoyos culturales
problem;21929.0;bajos niveles de practica deportiva en el municipio de ubaque;['bajos', 'niveles', 'practica', 'deportiva', 'municipio', 'ubaque'];bajos niveles practica deportiva municipio ubaque
problem;2518.0;alto deficit de vivienda digna en la zona urbana del municipio de soacha;['alto', 'deficit', 'vivienda', 'digna', 'zona', 'urbana', 'municipio', 'soacha'];alto deficit vivienda digna zona urbana municipio soacha
effect;13248.0;aumento en los costos de transporte de carga y pasajeros;['aumento', 'costos', 'transporte', 'carga', 'pasajeros'];aumento costos transporte carga pasajeros
cause;14939.0;altos niveles de desempleo;['altos', 'niveles', 'desempleo'];altos niveles desempleo
effect;5004.0;aumento de tiempos de viaje;['aumento', 'tiempos', 'viaje'];aumento tiempos viaje
effect;15447.0;incremento de precios de los alimentos;['incremento', 'precios', 'alimentos'];incremento precios alimentos
effect;1671.0;crecimiento desordenado del territorio con gran afectacion a recursos naturales.;['crecimiento', 'desordenado', 'territorio', 'gran', 'afectacion', 'recursos', 'naturales'];crecimiento desordenado territorio gran afectacion recursos naturales
effect;20469.0;desmejoramiento de la calidad educativa;['desmejoramiento', 'calidad', 'educativa'];desmejoramiento calidad educativa
effect;2669.0;acciones que no demuestras la transparencia en la gestion local;['acciones', 'demuestras', 'transparencia', 'gestion', 'local'];acciones demuestras transparencia gestion local
cause;19432.0;infraestructura obsoleta, construccion mayor a 30 anos, predio no titulado a nombre de la ese.;['infraestructura', 'obsoleta', 'construccion', 'mayor', 'anos', 'predio', 'titulado', 'nombre'];infraestructura obsoleta construccion mayor anos predio titulado nombre
effect;151120.0;desercion escolar;['desercion', 'escolar'];desercion escolar
cause;99675.0;obras de drenaje deterioradas o inexistentes;['obras', 'drenaje', 'deterioradas', 'inexistentes'];obras drenaje deterioradas inexistentes
cause;20393.0;transito de vehiculos en epocas de fuertes lluvias generando un mayor dano a la via;['transito', 'vehiculos', 'epocas', 'fuertes', 'lluvias', 'generando', 'mayor', 'dano', 'via'];transito vehiculos epocas fuertes lluvias generando mayor dano via
effect;20749.0;ausentismo escolar;['ausentismo', 'escolar'];ausentismo escolar
effect;18173.0;aumento en los tiempos de viaje a los diferentes sectores de la via;['aumento', 'tiempos', 'viaje', 'diferentes', 'sectores', 'via'];aumento tiempos viaje diferentes sectores via
cause;137924.0;deterioro de la superficie de rodadura.;['deterioro', 'superficie', 'rodadura'];deterioro superficie rodadura
problem;3898.0;deficiente prestacion del servicio penitenciario y carcelario en el municipio de fusagasuga;['deficiente', 'prestacion', 'servicio', 'penitenciario', 'carcelario', 'municipio', 'fusagasuga'];deficiente prestacion servicio penitenciario carcelario municipio fusagasuga
